id	id_code	text	description	axis_label	topic	agree_dir	type	phase	macro_cell	axis_code	short_quiz	removal_priority
105	ERGA-D-01	Pre-modern social arrangements provided more meaningful existence.	Life in ancient and medieval times had more meaning and community than modern industrial society offers. Romantics idealize the past as more fulfilling. Modernists point out old societies also had slavery, disease, and oppression.	Modernization vs Heritage	medieval	1	refine	2	ER-GA	ERGA-D		
106	ERGA-D-02	Technological advancement determines national power and survival.	Getting new technology is more important for a country's survival than keeping old traditions. Futurists say modernization brings power and wealth. Conservatives believe destroying traditions damages society and loses important knowledge about living.	Modernization vs Heritage	futurism	-1	refine	2	ER-GA	ERGA-D		
107	ERGA-D-03	Medieval hierarchies reflected humanity's natural social order.	Old social systems with nobles and peasants reflected natural differences between people that modern equality denies. Reactionaries wrongly claim people aren't naturally equal. Egalitarians recognize this view justifies oppression and ignores how circumstances create inequality.	Modernization vs Heritage	ancestry	1	refine	2	ER-GA	ERGA-D		
108	ERGA-D-04	Industrial methods create objectively superior civilizations.	Industrial society with factories and technology is clearly better than traditional ways of life. Modernizers see obvious progress. Cultural relativists argue calling other societies "primitive" ignores their achievements and different values.	Modernization vs Heritage	modernization	-1	refine	2	ER-GA	ERGA-D		
109	ERGA-E-01	Elite guardianship protects society from destructive mob impulses.	Smart, educated people must run society because regular people would make terrible decisions if given power. Elitists think only they have wisdom to govern. Democrats say this attitude ignores regular people's knowledge and experience.	Mass Politics	elite	-1	refine	2	ER-GA	ERGA-E		
110	ERGA-E-02	Mass movements provide energy for national political transformation.	Mass movements of regular people provide the energy needed to transform society and overcome corrupt elites. Populists believe uprising creates real change. Elitists worry mob action becomes destructive and can be manipulated by demagogues.	Mass Politics	masses	1	refine	2	ER-GA	ERGA-E		
111	ERGA-E-03	Aristocratic leadership preserves essential cultural continuity.	Noble families and aristocrats preserve high culture and values that common people would destroy through ignorance. Aristocrats think elites protect civilization. Democrats see this as justifying inequality and denying regular people's capacity for culture.	Mass Politics	aristocracy	-1	refine	2	ER-GA	ERGA-E		
112	ERGA-E-04	Popular mobilization overthrows decadent establishment structures.	Corrupt elites can only be removed through mass uprisings since working within rigged systems never brings real change. Revolutionaries believe uprising is necessary. Reformists think this leads to violence and gradual reform works better.	Mass Politics	populism	1	refine	2	ER-GA	ERGA-E		
113	ERGA-F-01	Absolute sovereignty enables decisive and effective governance.	Government needs unlimited power to act quickly without laws and procedures slowing it down. Authoritarians think effectiveness requires absolute authority. Constitutionalists warn removing limits on power always leads to tyranny and abuse.	Constitutional Limits	absolute	-1	refine	2	ER-GA	ERGA-F		
114	ERGA-F-02	Constitutional restraints prevent governments from becoming tyrannical.	Laws limiting government power protect freedom even during real emergencies. Civil libertarians believe no crisis justifies abandoning legal protections. Authoritarians argue extreme threats sometimes require extraordinary measures to save society.	Constitutional Limits	constitutional	1	refine	2	ER-GA	ERGA-F		
115	ERGA-F-03	Emergency situations justify suspending normal legal protections.	When the country faces extreme danger, normal rights and legal protections must be suspended to survive. Emergency power advocates think crises require special authority. Civil libertarians warn governments use crises as excuses to grab permanent power.	Constitutional Limits	emergency	-1	refine	2	ER-GA	ERGA-F		
116	ERGA-F-04	Traditional limitations preserve historically-won civil liberties.	Old, traditional limits on government power that developed over centuries protect freedom better than new constitutional designs. Burkean conservatives trust time-tested restrictions. Progressives think old traditions can also preserve unfair systems needing reform.	Constitutional Limits	tradition	1	refine	2	ER-GA	ERGA-F		
117	ELGM-A-01	Electoral victories can accomplish complete socialist transformation.	Winning elections and passing laws can gradually change capitalism into socialism without violence or revolution. Democratic socialists believe voting achieves systemic change peacefully. Revolutionary socialists think rich people's power makes this impossible without force.	Reform vs Revolution	elections	-1	refine	2	EL-GM	ELGM-A		
118	ELGM-A-02	Parliamentary politics cannot defeat entrenched capitalist power.	Rich people control too much to be defeated through voting, so revolution is the only way to socialism. Revolutionary marxists think the system is rigged. Democratic socialists believe patient democratic work can overcome capitalist power.	Reform vs Revolution	revolution	1	refine	2	EL-GM	ELGM-A		
119	ELGM-A-03	Incremental victories eventually produce systemic transformation.	Small reforms add up over time to create big changes without needing dramatic revolution. Reformists see gradual progress as most lasting. Revolutionaries think tiny improvements just make bad systems bearable without fixing root problems.	Reform vs Revolution	reform	-1	refine	2	EL-GM	ELGM-A		
120	ELGM-A-04	Gradual reforms postpone necessary revolutionary structural breaks.	Partial reforms make capitalism just comfortable enough that people never demand real revolutionary change. Revolutionary theorists think small improvements prevent needed crisis. Reformists believe incremental progress is better than waiting for revolution that may never come.	Reform vs Revolution	rupture	1	refine	2	EL-GM	ELGM-A		
121	ELGM-B-01	Direct democracy creates more authentic socialist governance.	Real socialism means everyone participates directly in all decisions rather than electing representatives to decide for them. Direct democrats think this is most authentic. Representative democrats say modern society is too complex for everyone voting on everything.	Decision Structure	direct	-1	refine	2	EL-GM	ELGM-B		
122	ELGM-B-02	Representative institutions better coordinate complex modern societies.	Modern society is too big and complicated for direct democracy, so we need elected representatives with expertise. Representative government advocates believe delegation is necessary. Direct democrats worry representatives lose touch with what people actually want.	Decision Structure	representative	1	refine	2	EL-GM	ELGM-B		
123	ELGM-B-03	Workplace assemblies should determine all production decisions.	Workers should run their workplaces democratically through meetings rather than taking orders from bosses. Workplace democrats think employee control eliminates exploitation. Managers argue workers might not have skills for all business decisions.	Decision Structure	workplace	-1	refine	2	EL-GM	ELGM-B		
124	ELGM-B-04	Elected delegates manage technical complexity better than masses.	Complicated technical decisions need elected experts to handle them since regular people lack specialized knowledge. Technocratic socialists trust expertise for complex issues. Worker democrats worry this creates a new class of rulers separate from workers.	Decision Structure	delegation	1	refine	2	EL-GM	ELGM-B		
125	ELGM-C-01	Democratic planning must replace market allocation mechanisms entirely.	Democratic planning by the people should completely replace markets and prices in deciding what gets produced. Central planners want conscious collective decisions about production. Market socialists think markets process information no planning system could handle.	Market Usage	abolish	-1	refine	2	EL-GM	ELGM-C		
126	ELGM-C-02	Regulated markets distribute consumer goods with greater efficiency.	Markets work well for everyday goods while government should control big industries and major economic decisions. Mixed economy advocates like this balanced approach. Purists think any market creates inequality or any planning reduces efficiency.	Market Usage	regulate	1	refine	2	EL-GM	ELGM-C		
127	ELGM-C-03	Price systems necessarily generate socioeconomic inequality.	Using money and prices to distribute goods is unfair because rich people get more regardless of actual need. Anti-market socialists think prices inherently create inequality. Market advocates believe prices efficiently show what's scarce and valuable.	Market Usage	prices	-1	refine	2	EL-GM	ELGM-C		
128	ELGM-C-04	Market signals prevent wasteful allocation of scarce resources.	Prices tell us what's scarce and what people want better than any planning committee could figure out. Market advocates trust price signals. Planners point out markets ignore needs of people without money to express demand.	Market Usage	efficiency	1	refine	2	EL-GM	ELGM-C		
129	ELGM-D-01	State enterprises serve public interests better than private firms.	Government owning businesses ensures they serve public needs rather than just making profit for private owners. State socialists think public ownership means democratic control. Critics worry government businesses become inefficient bureaucracies ignoring everyone.	Ownership Model	state	-1	refine	2	EL-GM	ELGM-D		
130	ELGM-D-02	Worker cooperatives establish genuine economic democracy principles.	When workers own and run their businesses together, it creates real economic democracy without exploitation. Cooperative advocates see this as ideal. Skeptics worry worker-owned firms might ignore broader social needs or lack business expertise.	Ownership Model	cooperative	1	refine	2	EL-GM	ELGM-D		
131	ELGM-D-03	Government ownership ensures democratic accountability over production.	Government ownership allows voters to control businesses through elections, unlike worker co-ops that only answer to employees. State socialists prefer public accountability. Syndicalists think government ownership just replaces private bosses with bureaucrats.	Ownership Model	government	-1	refine	2	EL-GM	ELGM-D		
132	ELGM-D-04	Employee control prevents bureaucratic domination of workplaces.	Workers directly controlling their workplaces prevents both corporate executives and government bureaucrats from dominating them. Syndicalists believe employee management is most democratic. Critics worry workers might lack broader perspective or resist necessary changes.	Ownership Model	worker	1	refine	2	EL-GM	ELGM-D		
133	ELGM-E-01	Political parties must lead working-class organizational efforts.	Political parties must lead worker movements toward revolution, not just fighting for better wages. Leninists think parties provide necessary vision and strategy. Syndicalists believe parties become corrupt and don't understand workers' real needs.	Party vs Union	party	-1	refine	2	EL-GM	ELGM-E		
134	ELGM-E-02	Trade unions authentically represent workers' material interests.	Unions formed by workers themselves represent their real needs better than outside political parties telling them what to think. Syndicalists trust organic worker organizations. Leninists think unions without political vision only seek small economic gains.	Party vs Union	union	1	refine	2	EL-GM	ELGM-E		
135	ELGM-E-03	Electoral success demands disciplined party organizational structures.	Winning elections requires organized parties with strong leadership and clear strategies, not loose union groups. Party organizers believe discipline wins power. Anarchists think party hierarchies become disconnected from grassroots energy and authentic movements.	Party vs Union	electoral	-1	refine	2	EL-GM	ELGM-E		
136	ELGM-E-04	Syndicalist organization avoids corruption inherent in politics.	Unions should focus on workplace issues and avoid electoral politics that always leads to corruption and betrayal. Syndicalists think staying out of politics maintains independence. Political socialists argue workers need political power to achieve real change.	Party vs Union	syndicalism	1	refine	2	EL-GM	ELGM-E		
137	ELGM-F-01	Socialist transformation requires globally coordinated revolution.	Global capitalism requires worldwide revolution because isolated socialist countries will be crushed by capitalist powers working together. Internationalists see global unity as essential. National socialists think this is unrealistic and countries must work with what's possible.	International Strategy	international	1	refine	2	EL-GM	ELGM-F		
138	ELGM-F-02	Each nation must discover its particular path toward democracy.	Each country needs its own unique path to socialism based on its specific history and conditions. National socialists value local solutions. Internationalists worry this abandons solidarity and allows capitalism to divide and conquer.	International Strategy	national	-1	refine	2	EL-GM	ELGM-F		
139	ELGM-F-03	International solidarity prevents capitalist counter-revolution.	Socialist countries and movements must support each other globally to survive attacks from capitalist powers. Internationalists see solidarity as crucial defense. National socialists think countries should focus on their own development before helping others.	International Strategy	solidarity	1	refine	2	EL-GM	ELGM-F		
140	ELGM-F-04	Domestic consolidation must precede international commitments.	Building socialism at home comes before helping revolutions elsewhere that might weaken your own new system. National socialists prioritize domestic strength. Internationalists say abandoning international revolution betrays workers in other countries and leaves you isolated.	International Strategy	domestic	-1	refine	2	EL-GM	ELGM-F		
141	EMGM-A-01	Strong regulations prevent destructive market manipulation practices.	Strong rules and oversight prevent cheating, monopolies, and market manipulation that hurt fair competition. Regulators think oversight ensures honest business. Free marketers believe rules stifle innovation and markets naturally punish bad behavior.	Market Freedom	regulation	-1	refine	2	EM-GM	EMGM-A		
142	EMGM-A-02	Deregulation releases entrepreneurial innovation and creativity.	Removing regulations frees businesses to innovate and compete, creating economic energy and growth. Deregulators see this as unleashing creativity. Regulators worry it enables fraud, pollution, and dangerous products harming consumers and workers.	Market Freedom	deregulation	1	refine	2	EM-GM	EMGM-A		
143	EMGM-A-03	Financial oversight maintains systemic stability against crises.	Banks and financial markets especially need strict rules to prevent crashes that destroy entire economies. Financial regulators think finance is uniquely dangerous without oversight. Deregulators believe regulation didn't prevent past crises and restricts beneficial innovation.	Market Freedom	oversight	-1	refine	2	EM-GM	EMGM-A		
144	EMGM-A-04	Market forces naturally eliminate inefficient economic actors.	Competition naturally removes bad businesses without needing government rules that interfere with market signals. Free marketers trust market discipline. Regulators point out powerful companies manipulate markets and failure devastates workers and communities.	Market Freedom	markets	1	refine	2	EM-GM	EMGM-A		
145	EMGM-B-01	Universal healthcare embodies fundamental human dignity principles.	Healthcare is a basic human right that decent societies guarantee to everyone regardless of ability to pay. Universal healthcare advocates see medical care as fundamental dignity. Market advocates argue calling things "rights" doesn't solve scarcity or who pays.	Economic Rights	positive	-1	refine	2	EM-GM	EMGM-B		
146	EMGM-B-02	Welfare programs create destructive cycles of dependency.	Welfare creates dependency, making people lazy and trapping them in poverty by rewarding not working. Welfare critics think benefits undermine self-reliance. Defenders point out most recipients work and poverty has structural causes beyond individual choices.	Economic Rights	negative	1	refine	2	EM-GM	EMGM-B		
147	EMGM-B-03	Safety nets enable entrepreneurs to take productive risks.	Safety nets letting people survive failure encourages starting businesses and taking risks that create prosperity. Progressive capitalists see welfare enabling innovation. Critics worry it reduces work incentive and voluntary charity better helps truly needy.	Economic Rights	entitlements	-1	refine	2	EM-GM	EMGM-B		
148	EMGM-B-04	Government benefits diminish motivation for productive labor.	Welfare payments make not working financially possible, reducing how many people join the workforce and create value. Anti-welfare advocates think benefits shrink the economy. Defenders note supporting people through temporary hardship helps them become productive again.	Economic Rights	freedom	1	refine	2	EM-GM	EMGM-B		
149	EMGM-C-01	Free trade agreements generate mutual benefits for all nations.	Free trade between countries helps everyone by letting each nation focus on what it does best. Globalists believe specialization increases prosperity globally. Protectionists worry rich countries dominate poor ones and domestic industries get destroyed.	Globalism vs Domestic	globalism	-1	refine	2	EM-GM	EMGM-C		
150	EMGM-C-02	Domestic industries require protection from unfair competition.	Countries need to protect their industries from unfair foreign competition using cheap labor or government subsidies. Protectionists want defensive trade barriers. Free traders think protection makes domestic industries inefficient and raises consumer prices.	Globalism vs Domestic	protection	1	refine	2	EM-GM	EMGM-C		
151	EMGM-C-03	Global economic integration reduces likelihood of military conflicts.	Countries that trade together don't fight wars because they depend on each other economically. Liberal internationalists believe commerce creates peace. Realists point to trading partners who still had conflicts and worry about economic dependence.	Globalism vs Domestic	international	-1	refine	2	EM-GM	EMGM-C		
152	EMGM-C-04	National sovereignty demands protective barriers against trade.	Trade agreements take away a country's ability to make its own economic decisions, giving control to international organizations. Economic nationalists see this as losing democratic sovereignty. Globalists think cooperation is necessary in a connected global economy.	Globalism vs Domestic	domestic	1	refine	2	EM-GM	EMGM-C		
153	EMGM-D-01	Citizens should directly vote on all significant policy questions.	Important decisions should go directly to voters instead of letting politicians decide for them. Direct democracy advocates think this ensures what people really want happens. Critics worry voters lack time or knowledge to decide complex issues properly.	Democratic Form	direct	-1	refine	2	EM-GM	EMGM-D		
154	EMGM-D-02	Professional legislators possess expertise for complex decisions.	Politicians who specialize in making laws have the knowledge needed for complicated decisions that regular voters lack. Representative democracy defenders believe experts make better choices. Critics think politicians lose touch with what regular people actually want.	Democratic Form	representative	1	refine	2	EM-GM	EMGM-D		
155	EMGM-D-03	Participatory democracy prevents elites from capturing institutions.	When citizens participate in many different ways, rich people can't take over the government as easily. Participatory democrats think multiple forms of involvement protect democracy. Skeptics worry too much participation makes governing slow and confusing.	Democratic Form	participation	-1	refine	2	EM-GM	EMGM-D		
156	EMGM-D-04	Representative systems better protect minority group interests.	Systems where people elect representatives protect minority groups better than everyone voting on everything directly. Liberal republicans believe representatives think more carefully about rights. Critics say representatives can also ignore minorities when politically convenient.	Democratic Form	institutions	1	refine	2	EM-GM	EMGM-D		
157	EMGM-E-01	Universal programs guarantee equal access regardless of income.	Programs that give benefits to everyone, rich and poor, maintain political support better than programs just for the poor. Universalists think coverage prevents stigma and builds coalitions. Targeters say it wastes money on people who don't need help.	Welfare Model	universal	-1	refine	2	EM-GM	EMGM-E		
158	EMGM-E-02	Means-testing ensures resources reach those with greatest need.	Checking if people really need help before giving benefits ensures limited resources go to those who need them most. Means-testers think this targets aid efficiently. Critics worry it creates bureaucracy and makes people feel ashamed to ask for help.	Welfare Model	targeted	1	refine	2	EM-GM	EMGM-E		
159	EMGM-E-03	Broad benefit programs maintain political coalitions for welfare.	Programs helping everyone survive politically because middle-class people will fight to keep their benefits. Strategic universalists see this as smart politics. Critics think it's manipulative and programs should help those who need it regardless of politics.	Welfare Model	broad	-1	refine	2	EM-GM	EMGM-E		
160	EMGM-E-04	Income verification prevents fraud and wasteful resource allocation.	Checking people's income before giving benefits prevents cheating and ensures taxpayer money goes to truly needy people. Verification advocates think this protects against fraud. Critics say it creates barriers keeping deserving people from getting help.	Welfare Model	means	1	refine	2	EM-GM	EMGM-E		
161	EMGM-F-01	Government should actively promote progressive social transformation.	Government should actively use schools and policies to promote tolerance, equality, and progressive values. Progressive statists believe government should fight discrimination. Conservatives worry this forces particular beliefs on people who may disagree with them.	Cultural Policy	progressive	-1	refine	2	EM-GM	EMGM-F		
162	EMGM-F-02	State neutrality respects pluralistic religious and cultural values.	Government should stay neutral on cultural and moral issues, letting people and communities decide their own values. Liberal neutralists think this respects diversity. Progressives argue staying neutral allows discrimination and injustice to continue unchallenged.	Cultural Policy	neutral	1	refine	2	EM-GM	EMGM-F		
163	EMGM-F-03	Public institutions must challenge traditional prejudices directly.	Schools and government agencies must actively fight prejudice rather than treating all viewpoints as equally valid. Anti-discrimination advocates think institutions should challenge harmful beliefs. Free speech defenders worry this becomes indoctrination and violates freedom of thought.	Cultural Policy	reform	-1	refine	2	EM-GM	EMGM-F		
164	EMGM-F-04	Political systems should remain neutral on cultural controversies.	Government should create fair rules but stay out of cultural debates that divide citizens. Proceduralists believe neutrality keeps peace. Activists think avoiding moral issues means accepting injustice and failing to protect vulnerable people.	Cultural Policy	procedural	1	refine	2	EM-GM	EMGM-F		
165	ERGM-A-01	Limited government maximizes scope for individual liberty.	The less government does beyond police and military, the more freedom individuals have to live their lives. Minarchists think minimal government maximizes liberty. Welfare state advocates argue without government help, only rich people have real freedom.	Government Scope	minimal	1	refine	2	ER-GM	ERGM-A		
166	ERGM-A-02	Strategic government programs build necessary social solidarity.	Some government programs create community bonds and shared identity that pure market societies can't build. Communitarians value these social connections. Libertarians think government programs create dependency and voluntary associations work better.	Government Scope	paternal	-1	refine	2	ER-GM	ERGM-A		
167	ERGM-A-03	Government expansion necessarily diminishes personal freedom.	Every new government program takes away space where people can make their own choices freely. Classical liberals see expanding government as shrinking freedom. Progressives think government programs can actually increase freedom by providing opportunities.	Government Scope	limited	1	refine	2	ER-GM	ERGM-A		
168	ERGM-A-04	Collective problems demand comprehensive governmental solutions.	Problems like climate change are too big for individuals to solve and require government to force everyone to cooperate. Collective action theorists think authority is needed. Market advocates believe voluntary cooperation and markets can solve problems without force.	Government Scope	collective	-1	refine	2	ER-GM	ERGM-A		
169	ERGM-B-01	Nations must prioritize citizens over international obligations.	Countries must put their own citizens first rather than helping other nations or following international agreements. Nationalists think this is government's basic duty. Internationalists say isolationism hurts everyone and global cooperation benefits all countries.	National Priority	sovereignty	1	refine	2	ER-GM	ERGM-B		
170	ERGM-B-02	International engagement increases domestic economic prosperity.	Working with other countries through international agreements creates more prosperity than going it alone. Globalists see cooperation as mutually beneficial. Sovereigntists worry international commitments limit democratic choice and national sovereignty.	National Priority	cosmopolitan	-1	refine	2	ER-GM	ERGM-B		
171	ERGM-B-03	National identity requires defense against globalizing forces.	Globalization destroys unique national cultures, so governments must actively protect traditions from international influence. Cultural protectionists want to preserve distinct identities. Cosmopolitans think cultures naturally evolve and isolation leads to stagnation.	National Priority	nationalism	1	refine	2	ER-GM	ERGM-B		
172	ERGM-B-04	Cultural exchange strengthens societies through creative synthesis.	Cultures grow stronger by mixing with others rather than hiding behind protective walls. Cultural liberals celebrate exchange as creative. Preservationists worry powerful cultures dominate weaker ones and globalization means losing diversity.	National Priority	openness	-1	refine	2	ER-GM	ERGM-B		
173	ERGM-C-01	Rapid social change destroys valuable institutional knowledge.	Fast social and economic changes destroy important institutions before society can adjust or create replacements. Conservatives think change causes unnecessary pain. Progressives believe resisting change means missing opportunities and maintaining unfair systems.	Change Pace	preservation	-1	refine	2	ER-GM	ERGM-C		
174	ERGM-C-02	Market dynamism generates beneficial technological innovation.	New businesses and technologies replacing old ones drives progress even though it causes temporary disruption. Creative destruction advocates see this as necessary advancement. Protectionists worry about workers and communities devastated by rapid change.	Change Pace	disruption	1	refine	2	ER-GM	ERGM-C		
175	ERGM-C-03	Traditional social arrangements deserve preservation and respect.	Traditional ways of organizing society contain wisdom that shouldn't be thrown away for untested new ideas. Burkean conservatives value proven institutions. Radicals think tradition often means preserving inequality and change is needed for justice.	Change Pace	status	-1	refine	2	ER-GM	ERGM-C		
176	ERGM-C-04	Creative destruction raises living standards through innovation.	Letting failing businesses die while new ones emerge helps everyone in the long run despite short-term pain. Market dynamists see this as healthy economic evolution. Interventionists worry about destroyed communities and think government should protect people from market forces.	Change Pace	change	1	refine	2	ER-GM	ERGM-C		
177	ERGM-D-01	Government should facilitate cooperation between business and labor.	Government bringing business and unions together to negotiate prevents destructive strikes and creates stability. Corporatists think coordination reduces conflict. Free marketers believe forced cooperation reduces efficiency and free negotiation works better.	Corporatist Coordination	coordination	1	refine	2	ER-GM	ERGM-D		
178	ERGM-D-02	Unregulated competition produces superior economic outcomes.	Free competition between businesses and workers produces better results than organized negotiations between groups. Market purists trust competitive outcomes. Labor advocates think unregulated competition leads to exploitation and workers need collective bargaining power.	Corporatist Coordination	competition	-1	refine	2	ER-GM	ERGM-D		
179	ERGM-D-03	National prosperity requires coordinated sectoral partnerships.	Different economic sectors working together with government guidance prevents wasteful competition and ensures balanced growth. Economic planners value coordinated development. Market advocates think bureaucrats can't predict needs and competition discovers what works.	Corporatist Coordination	corporatism	1	refine	2	ER-GM	ERGM-D		
180	ERGM-D-04	Markets allocate resources better than bureaucratic planning.	Prices and competition distribute resources better than any committee or planner ever could. Market fundamentalists trust price signals. Planning advocates point out markets ignore social needs and create inequality that planning could address.	Corporatist Coordination	markets	-1	refine	2	ER-GM	ERGM-D		
181	ERGM-E-01	Government must enforce society's shared moral standards strictly.	Government should enforce community moral standards through law to maintain social order and cohesion. Social conservatives think shared values need legal support. Libertarians believe government shouldn't impose morality and adults should make their own choices.	Social Values	enforcement	-1	refine	2	ER-GM	ERGM-E		
182	ERGM-E-02	Personal choices remain outside legitimate state jurisdiction.	Adults should be free to make any personal choices that don't directly hurt others, without government interference. Social libertarians value individual liberty. Communitarians worry anything-goes attitudes destroy social fabric and harm society indirectly.	Social Values	freedom	1	refine	2	ER-GM	ERGM-E		
183	ERGM-E-03	Public morality maintains the social fabric binding communities.	Laws enforcing shared moral values create the trust and predictability society needs to function properly. Moral regulation advocates think common standards matter. Liberals argue forced morality violates freedom and voluntary values are more meaningful.	Social Values	morality	-1	refine	2	ER-GM	ERGM-E		
184	ERGM-E-04	Individual freedom encompasses unconventional lifestyle choices.	People should be free to live however they want, including unconventional relationships and lifestyles. Lifestyle libertarians celebrate personal freedom. Social conservatives worry this undermines families and traditions that hold society together.	Social Values	personal	1	refine	2	ER-GM	ERGM-E		
185	ERGM-F-01	Markets self-regulate toward optimal outcomes without intervention.	Markets work best when government doesn't interfere, naturally organizing themselves toward the best possible outcomes. Laissez-faire advocates trust spontaneous order. Interventionists point to market failures, monopolies, and crises proving markets need regulation.	Economic Freedom	laissez	1	refine	2	ER-GM	ERGM-F		
186	ERGM-F-02	Capitalism requires regulatory frameworks to function sustainably.	Markets need government rules about property, contracts, and fair dealing to work at all. Institutional economists see regulation as essential framework. Anarcho-capitalists think most rules restrict beneficial innovation and markets self-regulate through competition.	Economic Freedom	regulated	-1	refine	2	ER-GM	ERGM-F		
187	ERGM-F-03	Business regulations impede economic growth and job creation.	Business regulations waste money on paperwork and prevent entrepreneurs from trying new things that might succeed. Deregulation advocates see red tape stifling growth. Consumer advocates think rules protect workers, consumers, and environment from corporate harm.	Economic Freedom	free	1	refine	2	ER-GM	ERGM-F		
188	ERGM-F-04	Market oversight prevents destructive speculative bubbles forming.	Without regulation, markets destroy themselves through monopolies and boom-bust cycles that ruin competition. Market failure theorists think oversight saves capitalism from itself. Austrian economists believe government intervention causes more problems than markets alone would create.	Economic Freedom	oversight	-1	refine	2	ER-GM	ERGM-F		
189	ELGL-A-01	All state structures must be abolished to achieve freedom.	All government should be eliminated immediately, not reformed gradually, because any state power becomes oppressive. Immediate abolitionists see this as necessary. Gradualists think this would create chaos and some coordination is always needed.	Transition Strategy	immediate	-1	refine	2	EL-GL	ELGL-A		
190	ELGL-A-02	Government naturally withers away under developed communism.	As society develops beyond scarcity and conflict, government naturally becomes unnecessary and fades away. Orthodox Marxists believe in eventual statelessness. Skeptics think government will always be needed to resolve disputes and coordinate complex societies.	Transition Strategy	gradual	1	refine	2	EL-GL	ELGL-A		
191	ELGL-A-03	State power invariably regenerates systematic oppression.	Even revolutionary governments become oppressive because power corrupts, so all states must be abolished immediately. Anti-state radicals think any authority becomes tyrannical. Pragmatists argue some organization is needed to prevent return of old oppression.	Transition Strategy	abolition	-1	refine	2	EL-GL	ELGL-A		
192	ELGL-A-04	Temporary coordination structures prevent counter-revolution.	After revolution, some authority is needed temporarily to prevent old elites from returning to power. Transitional state advocates see this as necessary defense. Anarchists worry temporary power becomes permanent and revolutionary governments betray ideals.	Transition Strategy	transition	1	refine	2	EL-GL	ELGL-A		
193	ELGL-B-01	Communities possess inherent rights to physical self-defense.	Oppressed people have the right to use violence to defend themselves against those attacking and exploiting them. Self-defense advocates see armed resistance as justified. Pacifists think violence always makes things worse and legitimizes further oppression.	Violence vs Pacifism	force	1	refine	2	EL-GL	ELGL-B		
194	ELGL-B-02	Nonviolent resistance achieves more durable social transformation.	Nonviolent resistance like strikes and boycotts creates more lasting change than violent revolution ever could. Pacifist strategists believe peaceful methods build broader support. Militants argue oppressors only respond to force and nonviolence enables continued exploitation.	Violence vs Pacifism	pacifism	-1	refine	2	EL-GL	ELGL-B		
195	ELGL-B-03	Defensive violence differs categorically from aggressive force.	Fighting back against active oppression is morally different from starting violence against others. Just war theorists distinguish defensive from aggressive force. Absolute pacifists think all violence is wrong and this distinction gets blurred in practice.	Violence vs Pacifism	defense	1	refine	2	EL-GL	ELGL-B		
196	ELGL-B-04	Physical force perpetuates cycles of domination and revenge.	Using violence for political goals just continues cycles of domination rather than creating real freedom. Principled nonviolence advocates see violence as self-defeating. Revolutionary theorists argue oppressed people shouldn't be held to higher standards than their oppressors.	Violence vs Pacifism	nonviolence	-1	refine	2	EL-GL	ELGL-B		
197	ELGL-C-01	Industrial civilization necessarily destroys Earth's ecosystems.	Industrial civilization is destroying the planet and must be completely abandoned for humanity to survive. Primitivists think technology is incompatible with nature. Technological optimists believe this would mean massive death and suffering without modern medicine and agriculture.	Eco Priority	ecology	1	refine	2	EL-GL	ELGL-C		
198	ELGL-C-02	Human flourishing justifies reshaping natural environments.	Nature exists to serve human needs, so we should transform the environment to improve human life. Anthropocentrists prioritize human welfare. Environmentalists argue this attitude is destroying our life support systems and we're part of nature.	Eco Priority	humanity	-1	refine	2	EL-GL	ELGL-C		
199	ELGL-C-03	Ecological survival requires abandoning growth-based economics.	Economic systems requiring endless growth will inevitably destroy Earth's limited resources and ecosystems. Degrowth advocates see expansion as unsustainable. Growth optimists think innovation and efficiency can decouple growth from environmental damage.	Eco Priority	nature	1	refine	2	EL-GL	ELGL-C		
200	ELGL-C-04	Technology can reconcile human needs with natural systems.	Technology will solve environmental problems while maintaining prosperity, without needing to abandon modern life. Ecomodernists trust innovation. Environmentalists think this is dangerous faith delaying necessary changes and some problems can't be technologically fixed.	Eco Priority	progress	-1	refine	2	EL-GL	ELGL-C		
201	ELGL-D-01	Autonomous communes best organize truly liberated societies.	Small communities where everyone knows each other work best for true democracy and helping one another. Localists think face-to-face relationships prevent exploitation. Cosmopolitans argue small communities can be oppressive and modern society needs larger organization.	Local vs Network	local	-1	refine	2	EL-GL	ELGL-D		
202	ELGL-D-02	Federated networks effectively coordinate resource distribution.	Local communities need to join together in voluntary networks to handle tasks too big for one community. Federalists see cooperation as necessary. Centralists worry larger structures recreate hierarchy even when trying to stay horizontal.	Local vs Network	federation	1	refine	2	EL-GL	ELGL-D		
203	ELGL-D-03	Face-to-face democracy ensures authentic political participation.	Real democracy requires in-person discussion where everyone can actually participate in decisions affecting them. Assembly democrats value direct participation. Scale realists think this only works for small groups and modern issues need broader coordination.	Local vs Network	community	-1	refine	2	EL-GL	ELGL-D		
204	ELGL-D-04	Digital networks enable broader coordination and solidarity.	The internet allows new forms of democratic organization across distances without needing traditional hierarchies. Digital democrats see technology enabling decentralization. Skeptics worry about digital divides and online coordination lacking human connection.	Local vs Network	networks	1	refine	2	EL-GL	ELGL-D		
205	ELGL-E-01	Gift economies eliminate exploitation through reciprocal giving.	Economies where people give freely without keeping track eliminate exploitation and inequality. Gift economy advocates think this removes basis for domination. Reciprocity advocates worry about free-riders and think tracking contributions ensures fairness.	Production Organization	gift	-1	refine	2	EL-GL	ELGL-E		
